[29-Apr-2022 09:38:33 UTC] PHP Parse error:  syntax error, unexpected '?>' in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\templates\front\vendor-list.php on line 35
[02-May-2022 09:04:07 UTC] PHP Notice:  Undefined variable: vendor_id in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 842
[02-May-2022 09:04:07 UTC] PHP Notice:  Trying to get property 'ID' of non-object in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 842
[02-May-2022 09:04:07 UTC] PHP Notice:  Undefined variable: vendor_id in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 842
[02-May-2022 09:04:07 UTC] PHP Notice:  Trying to get property 'ID' of non-object in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 842
[02-May-2022 09:04:07 UTC] PHP Notice:  Undefined variable: vendor_id in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 842
[02-May-2022 09:04:07 UTC] PHP Notice:  Trying to get property 'ID' of non-object in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 842
[02-May-2022 09:04:07 UTC] PHP Notice:  Undefined variable: vendor_id in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 842
[02-May-2022 09:04:07 UTC] PHP Notice:  Trying to get property 'ID' of non-object in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 842
[02-May-2022 09:04:07 UTC] PHP Notice:  Undefined variable: vendor_id in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 842
[02-May-2022 09:04:07 UTC] PHP Notice:  Trying to get property 'ID' of non-object in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 842
[02-May-2022 09:04:07 UTC] PHP Notice:  Undefined variable: vendor_id in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 842
[02-May-2022 09:04:07 UTC] PHP Notice:  Trying to get property 'ID' of non-object in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 842
[02-May-2022 09:04:07 UTC] PHP Notice:  Undefined variable: vendor_id in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 842
[02-May-2022 09:04:07 UTC] PHP Notice:  Trying to get property 'ID' of non-object in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 842
[02-May-2022 09:04:07 UTC] PHP Notice:  Undefined variable: vendor_id in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 842
[02-May-2022 09:04:07 UTC] PHP Notice:  Trying to get property 'ID' of non-object in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 842
[02-May-2022 09:04:07 UTC] PHP Notice:  Undefined variable: vendor_id in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 842
[02-May-2022 09:04:07 UTC] PHP Notice:  Trying to get property 'ID' of non-object in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 842
[02-May-2022 09:04:08 UTC] PHP Notice:  Undefined variable: vendor_id in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 842
[02-May-2022 09:04:08 UTC] PHP Notice:  Trying to get property 'ID' of non-object in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 842
[02-May-2022 09:04:08 UTC] PHP Notice:  Undefined variable: vendor_id in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 842
[02-May-2022 09:04:08 UTC] PHP Notice:  Trying to get property 'ID' of non-object in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 842
[02-May-2022 09:04:08 UTC] PHP Notice:  Undefined variable: vendor_id in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 842
[02-May-2022 09:04:08 UTC] PHP Notice:  Trying to get property 'ID' of non-object in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 842
[02-May-2022 09:04:08 UTC] PHP Notice:  Undefined variable: vendor_id in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 842
[02-May-2022 09:04:08 UTC] PHP Notice:  Trying to get property 'ID' of non-object in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 842
[02-May-2022 09:10:37 UTC] PHP Notice:  Undefined variable: slug in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 840
[02-May-2022 09:10:37 UTC] PHP Notice:  Trying to get property 'ID' of non-object in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 844
[02-May-2022 09:10:37 UTC] PHP Notice:  Undefined variable: author in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 846
[02-May-2022 09:10:37 UTC] PHP Notice:  Undefined variable: slug in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 840
[02-May-2022 09:10:37 UTC] PHP Notice:  Trying to get property 'ID' of non-object in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 844
[02-May-2022 09:10:37 UTC] PHP Notice:  Undefined variable: author in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 846
[02-May-2022 09:10:37 UTC] PHP Notice:  Undefined variable: slug in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 840
[02-May-2022 09:10:37 UTC] PHP Notice:  Trying to get property 'ID' of non-object in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 844
[02-May-2022 09:10:37 UTC] PHP Notice:  Undefined variable: author in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 846
[02-May-2022 09:10:37 UTC] PHP Notice:  Undefined variable: slug in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 840
[02-May-2022 09:10:37 UTC] PHP Notice:  Trying to get property 'ID' of non-object in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 844
[02-May-2022 09:10:37 UTC] PHP Notice:  Undefined variable: author in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 846
[02-May-2022 09:10:37 UTC] PHP Notice:  Undefined variable: slug in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 840
[02-May-2022 09:10:37 UTC] PHP Notice:  Trying to get property 'ID' of non-object in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 844
[02-May-2022 09:10:37 UTC] PHP Notice:  Undefined variable: author in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 846
[02-May-2022 09:10:37 UTC] PHP Notice:  Undefined variable: slug in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 840
[02-May-2022 09:10:37 UTC] PHP Notice:  Trying to get property 'ID' of non-object in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 844
[02-May-2022 09:10:37 UTC] PHP Notice:  Undefined variable: author in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 846
[02-May-2022 09:10:37 UTC] PHP Notice:  Undefined variable: slug in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 840
[02-May-2022 09:10:37 UTC] PHP Notice:  Trying to get property 'ID' of non-object in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 844
[02-May-2022 09:10:37 UTC] PHP Notice:  Undefined variable: author in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 846
[02-May-2022 09:10:37 UTC] PHP Notice:  Undefined variable: slug in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 840
[02-May-2022 09:10:37 UTC] PHP Notice:  Trying to get property 'ID' of non-object in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 844
[02-May-2022 09:10:37 UTC] PHP Notice:  Undefined variable: author in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 846
[02-May-2022 09:10:37 UTC] PHP Notice:  Undefined variable: slug in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 840
[02-May-2022 09:10:37 UTC] PHP Notice:  Trying to get property 'ID' of non-object in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 844
[02-May-2022 09:10:37 UTC] PHP Notice:  Undefined variable: author in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 846
[02-May-2022 09:10:37 UTC] PHP Notice:  Undefined variable: slug in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 840
[02-May-2022 09:10:37 UTC] PHP Notice:  Trying to get property 'ID' of non-object in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 844
[02-May-2022 09:10:37 UTC] PHP Notice:  Undefined variable: author in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 846
[02-May-2022 09:10:37 UTC] PHP Notice:  Undefined variable: slug in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 840
[02-May-2022 09:10:37 UTC] PHP Notice:  Trying to get property 'ID' of non-object in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 844
[02-May-2022 09:10:37 UTC] PHP Notice:  Undefined variable: author in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 846
[02-May-2022 09:10:37 UTC] PHP Notice:  Undefined variable: slug in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 840
[02-May-2022 09:10:37 UTC] PHP Notice:  Trying to get property 'ID' of non-object in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 844
[02-May-2022 09:10:37 UTC] PHP Notice:  Undefined variable: author in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 846
[02-May-2022 09:10:37 UTC] PHP Notice:  Undefined variable: slug in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 840
[02-May-2022 09:10:37 UTC] PHP Notice:  Trying to get property 'ID' of non-object in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 844
[02-May-2022 09:10:37 UTC] PHP Notice:  Undefined variable: author in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 846
[02-May-2022 09:10:58 UTC] PHP Deprecated:  WP_User->id was called with an argument that is <strong>deprecated</strong> since version 2.1.0! Use <code>WP_User->ID</code> instead. in C:\xampp\htdocs\meet_demo\wp-includes\functions.php on line 5607
[02-May-2022 09:10:58 UTC] PHP Deprecated:  WP_User->id was called with an argument that is <strong>deprecated</strong> since version 2.1.0! Use <code>WP_User->ID</code> instead. in C:\xampp\htdocs\meet_demo\wp-includes\functions.php on line 5607
[02-May-2022 09:10:58 UTC] PHP Deprecated:  WP_User->id was called with an argument that is <strong>deprecated</strong> since version 2.1.0! Use <code>WP_User->ID</code> instead. in C:\xampp\htdocs\meet_demo\wp-includes\functions.php on line 5607
[02-May-2022 09:10:58 UTC] PHP Deprecated:  WP_User->id was called with an argument that is <strong>deprecated</strong> since version 2.1.0! Use <code>WP_User->ID</code> instead. in C:\xampp\htdocs\meet_demo\wp-includes\functions.php on line 5607
[02-May-2022 09:10:59 UTC] PHP Deprecated:  WP_User->id was called with an argument that is <strong>deprecated</strong> since version 2.1.0! Use <code>WP_User->ID</code> instead. in C:\xampp\htdocs\meet_demo\wp-includes\functions.php on line 5607
[02-May-2022 09:10:59 UTC] PHP Deprecated:  WP_User->id was called with an argument that is <strong>deprecated</strong> since version 2.1.0! Use <code>WP_User->ID</code> instead. in C:\xampp\htdocs\meet_demo\wp-includes\functions.php on line 5607
[02-May-2022 09:10:59 UTC] PHP Deprecated:  WP_User->id was called with an argument that is <strong>deprecated</strong> since version 2.1.0! Use <code>WP_User->ID</code> instead. in C:\xampp\htdocs\meet_demo\wp-includes\functions.php on line 5607
[02-May-2022 09:10:59 UTC] PHP Deprecated:  WP_User->id was called with an argument that is <strong>deprecated</strong> since version 2.1.0! Use <code>WP_User->ID</code> instead. in C:\xampp\htdocs\meet_demo\wp-includes\functions.php on line 5607
[02-May-2022 09:10:59 UTC] PHP Deprecated:  WP_User->id was called with an argument that is <strong>deprecated</strong> since version 2.1.0! Use <code>WP_User->ID</code> instead. in C:\xampp\htdocs\meet_demo\wp-includes\functions.php on line 5607
[02-May-2022 09:10:59 UTC] PHP Deprecated:  WP_User->id was called with an argument that is <strong>deprecated</strong> since version 2.1.0! Use <code>WP_User->ID</code> instead. in C:\xampp\htdocs\meet_demo\wp-includes\functions.php on line 5607
[02-May-2022 09:10:59 UTC] PHP Deprecated:  WP_User->id was called with an argument that is <strong>deprecated</strong> since version 2.1.0! Use <code>WP_User->ID</code> instead. in C:\xampp\htdocs\meet_demo\wp-includes\functions.php on line 5607
[02-May-2022 09:10:59 UTC] PHP Deprecated:  WP_User->id was called with an argument that is <strong>deprecated</strong> since version 2.1.0! Use <code>WP_User->ID</code> instead. in C:\xampp\htdocs\meet_demo\wp-includes\functions.php on line 5607
[02-May-2022 09:10:59 UTC] PHP Deprecated:  WP_User->id was called with an argument that is <strong>deprecated</strong> since version 2.1.0! Use <code>WP_User->ID</code> instead. in C:\xampp\htdocs\meet_demo\wp-includes\functions.php on line 5607
[02-May-2022 09:11:41 UTC] PHP Deprecated:  WP_User->id was called with an argument that is <strong>deprecated</strong> since version 2.1.0! Use <code>WP_User->ID</code> instead. in C:\xampp\htdocs\meet_demo\wp-includes\functions.php on line 5607
[02-May-2022 09:11:42 UTC] PHP Deprecated:  WP_User->id was called with an argument that is <strong>deprecated</strong> since version 2.1.0! Use <code>WP_User->ID</code> instead. in C:\xampp\htdocs\meet_demo\wp-includes\functions.php on line 5607
[02-May-2022 09:11:42 UTC] PHP Deprecated:  WP_User->id was called with an argument that is <strong>deprecated</strong> since version 2.1.0! Use <code>WP_User->ID</code> instead. in C:\xampp\htdocs\meet_demo\wp-includes\functions.php on line 5607
[02-May-2022 09:11:42 UTC] PHP Deprecated:  WP_User->id was called with an argument that is <strong>deprecated</strong> since version 2.1.0! Use <code>WP_User->ID</code> instead. in C:\xampp\htdocs\meet_demo\wp-includes\functions.php on line 5607
[02-May-2022 09:11:42 UTC] PHP Deprecated:  WP_User->id was called with an argument that is <strong>deprecated</strong> since version 2.1.0! Use <code>WP_User->ID</code> instead. in C:\xampp\htdocs\meet_demo\wp-includes\functions.php on line 5607
[02-May-2022 09:11:42 UTC] PHP Deprecated:  WP_User->id was called with an argument that is <strong>deprecated</strong> since version 2.1.0! Use <code>WP_User->ID</code> instead. in C:\xampp\htdocs\meet_demo\wp-includes\functions.php on line 5607
[02-May-2022 09:11:42 UTC] PHP Deprecated:  WP_User->id was called with an argument that is <strong>deprecated</strong> since version 2.1.0! Use <code>WP_User->ID</code> instead. in C:\xampp\htdocs\meet_demo\wp-includes\functions.php on line 5607
[02-May-2022 09:11:42 UTC] PHP Deprecated:  WP_User->id was called with an argument that is <strong>deprecated</strong> since version 2.1.0! Use <code>WP_User->ID</code> instead. in C:\xampp\htdocs\meet_demo\wp-includes\functions.php on line 5607
